code,description
DIAGNOSIS//ICD//10//Z1611,Resistance to penicillins
DIAGNOSIS//ICD//10//B961,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere
MEDICATION//STOP//ruxolitinib,
PROCEDURE//ICD//9//3404,Insertion of intercostal catheter for drainage
INFUSION_START//225832,folic acid Injectable Solution
INFUSION_END//225832,folic acid Injectable Solution
MEDICATION//Bupivacaine 0.1%|HYDROmorphone (Dilaudid)//Started,
MEDICATION//Bupivacaine 0.1%|HYDROmorphone (Dilaudid)//Assessed,
MEDICATION//Bupivacaine 0.1%|HYDROmorphone (Dilaudid)//Not Assessed,
MEDICATION//Bupivacaine 0.1%|HYDROmorphone (Dilaudid)//Stopped,
MEDICATION//FoLIC Acid//Not Given,
DIAGNOSIS//ICD//9//80707,Closed fracture of seven ribs
DIAGNOSIS//ICD//9//E8809,Accidental fall on or from other stairs or steps
DIAGNOSIS//ICD//9//8600,Traumatic pneumothorax without mention of open wound into thorax
DRG//HCFA//184//MAJOR CHEST TRAUMA W CC,
DRG//APR//135//MAJOR CHEST & RESPIRATORY TRAUMA,
PROCEDURE//ICD//9//4516,Esophagogastroduodenoscopy [EGD] with closed biopsy
MEDICATION//Ferric Gluconate//Not Given,
MEDICATION//Ferric Gluconate//Delayed Administered,
MEDICATION//Ferric Gluconate//Administered,
DIAGNOSIS//ICD//9//53560,"Duodenitis, without mention of hemorrhage"
DIAGNOSIS//ICD//9//7200,Ankylosing spondylitis
MEDICATION//NiCARdipine//Stopped,
MEDICATION//NiMODipine//Administered,
TRANSFER_TO//admit//Neuro Surgical Intensive Care Unit (Neuro SICU),
MEDICATION//START//NiMODipine,
PROCEDURE//START//221255,Transesophageal echocardiography
PROCEDURE//END//221255,Transesophageal echocardiography
MEDICATION//NiMODipine//Not Given,
PROCEDURE//START//225427,Angiography
PROCEDURE//END//225427,Angiography
LAB//227356//UNK,
LAB//225767//UNK,
LAB//225771//UNK,
LAB//225770//UNK,
LAB//226117//UNK,
PROCEDURE//START//225789,Maintenance of vascular sheath
MEDICATION//STOP//NiMODipine,
PROCEDURE//END//225789,Maintenance of vascular sheath
PROCEDURE//START//228715,
PROCEDURE//END//228715,
DIAGNOSIS//ICD//10//I6032,Nontraumatic subarachnoid hemorrhage from left posterior communicating artery
DRG//HCFA//22//INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W/O CC/MCC,
TRANSFER_TO//transfer//Neuro Intermediate,
ICU_ADMISSION//Neuro Intermediate,
MEDICATION//Clopidogrel//Not Given,
MEDICATION//Hydrochlorothiazide//Administered,
DIAGNOSIS//ICD//10//Z96651,Presence of right artificial knee joint
DIAGNOSIS//ICD//10//M1712,"Unilateral primary osteoarthritis, left knee"
DIAGNOSIS//ICD//10//K2270,Barrett's esophagus without dysplasia
ICU_DISCHARGE//Neuro Intermediate,
HCPCS//Integumentary system,
HCPCS//Hemic and lymphatic systems,
PROCEDURE//ICD//9//8541,Unilateral simple mastectomy
PROCEDURE//ICD//9//4023,Excision of axillary lymph node
HOSPITAL_ADMISSION//AMBULATORY OBSERVATION//PACU,
MEDICATION//START//Hydrocodone-Acetaminophen (5mg-500mg),
MEDICATION//Hydrocodone-Acetaminophen (5mg-500mg)//Administered,
MEDICATION//Diltiazem Extended-Release//Hold Dose,
MEDICATION//GlipiZIDE XL//Hold Dose,
MEDICATION//Levothyroxine Sodium//Hold Dose,
MEDICATION//MetFORMIN (Glucophage)//Not Given,
MEDICATION//GlipiZIDE XL//Administered,
DIAGNOSIS//ICD//9//4149,"Chronic ischemic heart disease, unspecified"
DIAGNOSIS//ICD//9//1741,Malignant neoplasm of central portion of female breast
DIAGNOSIS//ICD//9//412,Old myocardial infarction
DIAGNOSIS//ICD//9//V163,Family history of malignant neoplasm of breast
DIAGNOSIS//ICD//9//32723,Obstructive sleep apnea (adult)(pediatric)
MEDICATION//STOP//Hydrocodone-Acetaminophen (5mg-500mg),
MEDICATION//Tetracaine 0.5% Ophth Soln//Administered,
HOSPITAL_ADMISSION//EU OBSERVATION//CLINIC REFERRAL,
Blood Pressure Standing (3 mins),
MEDICATION//STOP//Dabigatran Etexilate,
MEDICATION//Dabigatran Etexilate//Not Given,
MEDICATION//START//Dabigatran Etexilate,
MEDICATION//Dabigatran Etexilate//Administered,
MEDICATION//Ondansetron ODT//Administered,
MEDICATION//Dronabinol//Administered,
MEDICATION//Dronabinol//Not Given,
MEDICATION//UNK//Restarted,
MEDICATION//Thiamine//Not Given,
MEDICATION//Multivitamins W/minerals//Not Given,
MEDICATION//Mirtazapine//Not Given,
LAB//229687//UNK,
LAB//229691//UNK,
LAB//229698//UNK,
LAB//229696//UNK,
LAB//229695//UNK,
LAB//229703//UNK,
LAB//229689//UNK,
LAB//229692//UNK,
LAB//229694//UNK,
LAB//229699//UNK,
LAB//229697//UNK,
PROCEDURE//ICD//10//03HY32Z,"Insertion of Monitoring Device into Upper Artery, Percutaneous Approach"
LAB//227463//ug/dL,
LAB//229638//UNK,
LAB//229636//UNK,
LAB//229633//UNK,
LAB//229681//UNK,
MEDICATION//Phytonadione//Not Given,
LAB//52195//UNK,Voided Specimen
MEDICATION//START//Bumetanide,
MEDICATION//Chlorothiazide//Administered,
MEDICATION//Bumetanide//Administered,
MEDICATION//Bumetanide//Started,
INFUSION_START//229639,bumetanide Injectable Solution [Bumex]
INFUSION_END//229639,bumetanide Injectable Solution [Bumex]
MEDICATION//STOP//Bumetanide,
MEDICATION//Bumetanide//Confirmed,
MEDICATION//Bumetanide//Stopped - Unscheduled,
TRANSFER_TO//transfer//Medicine/Cardiology Intermediate,
MEDICATION//Senna//Delayed Administered,
MEDICATION//Furosemide//Not Started,
MEDICATION//Hydrocortisone (Rectal) 2.5% Cream//Not Given,
MEDICATION//START//Hydrocortisone ,
MEDICATION//Hydrocortisone (Rectal) 2.5% Cream//Administered,
MEDICATION//Vancomycin Oral Liquid//Not Given,
MEDICATION//Lidocaine Jelly 2% (Glydo)// in Other Location,
MEDICATION//Vancomycin Oral Liquid//Delayed Administered,
"MEDICATION//START//Alteplase 1mg/2mL ( Clearance ie. PICC, midline, tunneled access line, PA )",
"MEDICATION//Alteplase 1mg/2mL ( Clearance ie. PICC, midline, tunneled access line, PA )//Administered",
PROCEDURE//ICD//10//0DH63UZ,"Insertion of Feeding Device into Stomach, Percutaneous Approach"
DIAGNOSIS//ICD//10//L0591,Pilonidal cyst without abscess
DIAGNOSIS//ICD//10//R64,Cachexia
DIAGNOSIS//ICD//10//I69351,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side
DIAGNOSIS//ICD//10//I69322,Dysarthria following cerebral infarction
DIAGNOSIS//ICD//10//G92,Toxic encephalopathy
DIAGNOSIS//ICD//10//E874,Mixed disorder of acid-base balance
DIAGNOSIS//ICD//10//I69391,Dysphagia following cerebral infarction
DIAGNOSIS//ICD//10//I951,Orthostatic hypotension
DIAGNOSIS//ICD//10//E870,Hyperosmolality and hypernatremia
DIAGNOSIS//ICD//10//R1310,"Dysphagia, unspecified"
DIAGNOSIS//ICD//10//I5043,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure
DIAGNOSIS//ICD//10//A0472,"Enterocolitis due to Clostridium difficile, not specified as recurrent"
"DRG//HCFA//640//MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",
MEDICATION//STOP//Hydrocortisone ,
"MEDICATION//STOP//Alteplase 1mg/2mL ( Clearance ie. PICC, midline, tunneled access line, PA )",
INFUSION_START//225845,"azithromycin Injection
azithromycin Oral Suspension"
INFUSION_END//225845,"azithromycin Injection
azithromycin Oral Suspension"
MEDICATION//START//Oseltamivir,
MEDICATION//STOP//Oseltamivir,
DIAGNOSIS//ICD//9//3310,Alzheimer's disease
DIAGNOSIS//ICD//9//29411,Dementia in conditions classified elsewhere with behavioral disturbance
DIAGNOSIS//ICD//9//71590,"Osteoarthrosis, unspecified whether generalized or localized, site unspecified"
DIAGNOSIS//ICD//9//4439,"Peripheral vascular disease, unspecified"
DIAGNOSIS//ICD//9//25002,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
DIAGNOSIS//ICD//9//2810,Pernicious anemia
DIAGNOSIS//ICD//9//V643,Procedure not carried out for other reasons
MEDICATION//CefePIME//UNK,
MEDICATION//Azithromycin//Administered,
MEDICATION//Fluticasone-Salmeterol Diskus (100/50)//Administered,
MEDICATION//START//Cefpodoxime Proxetil,
MEDICATION//Cefpodoxime Proxetil//Administered,
DIAGNOSIS//ICD//10//K649,Unspecified hemorrhoids
MEDICATION//STOP//Cefpodoxime Proxetil,
PROCEDURE//ICD//9//3323,Other bronchoscopy
PROCEDURE//START//225967,Rectal swab
PROCEDURE//END//225967,Rectal swab
INFUSION_START//227524,magnesium sulfate Injection
INFUSION_END//227524,magnesium sulfate Injection
LAB//227130//UNK,
PROCEDURE//START//225468,Inadvertent tracheal extubation
PROCEDURE//END//225468,Inadvertent tracheal extubation
LAB//227807//UNK,
MEDICATION//START//Vitamin E,
MEDICATION//START//Vitamin B Complex,
MEDICATION//Vitamin E//Administered,
MEDICATION//Vitamin B Complex//Administered,
MEDICATION//Pregabalin//Not Given,
MEDICATION//ClonazePAM//Hold Dose,
MEDICATION//Salmeterol Xinafoate Diskus (50 mcg)//Hold Dose,
MEDICATION//Pregabalin//Hold Dose,
MEDICATION//ClonazePAM//Delayed Administered,
MEDICATION//Salmeterol Xinafoate Diskus (50 mcg)//Delayed Administered,
MEDICATION//Pregabalin//Delayed Administered,
MEDICATION//Guaifenesin//Administered,
MEDICATION//PNEUMOcoccal 23-valent polysaccharide vaccine//Administered,
DIAGNOSIS//ICD//9//3575,Alcoholic polyneuropathy
DIAGNOSIS//ICD//9//5989,"Urethral stricture, unspecified"
DIAGNOSIS//ICD//9//78039,Other convulsions
DIAGNOSIS//ICD//9//03849,Other septicemia due to gram-negative organisms
DIAGNOSIS//ICD//9//51889,"Other diseases of lung, not elsewhere classified"
DIAGNOSIS//ICD//9//3489,Unspecified condition of brain
DIAGNOSIS//ICD//9//7810,Abnormal involuntary movements
DIAGNOSIS//ICD//9//4168,Other chronic pulmonary heart diseases
DIAGNOSIS//ICD//9//75261,Hypospadias
DIAGNOSIS//ICD//9//34982,Toxic encephalopathy
DIAGNOSIS//ICD//9//20210,"Mycosis fungoides, unspecified site, extranodal and solid organ sites"
DIAGNOSIS//ICD//9//1540,Malignant neoplasm of rectosigmoid junction
DIAGNOSIS//ICD//9//73010,"Chronic osteomyelitis, site unspecified"
DIAGNOSIS//ICD//9//4820,Pneumonia due to Klebsiella pneumoniae
DIAGNOSIS//ICD//9//5789,"Hemorrhage of gastrointestinal tract, unspecified"
DIAGNOSIS//ICD//9//V1255,Personal history of pulmonary embolism
MEDICATION//STOP//Vitamin E,
MEDICATION//STOP//Vitamin B Complex,
MEDICATION//Nitroglycerin//Confirmed,
PROCEDURE//ICD//10//5A1221Z,"Performance of Cardiac Output, Continuous"
PROCEDURE//ICD//10//06BP4ZZ,"Excision of Right Saphenous Vein, Percutaneous Endoscopic Approach"
PROCEDURE//ICD//10//02100Z9,"Bypass Coronary Artery, One Artery from Left Internal Mammary, Open Approach"
PROCEDURE//ICD//10//02110Z3,"Bypass Coronary Artery, Two Arteries from Coronary Artery, Open Approach"
LAB//229316//UNK,
MEDICATION//Neostigmine//Administered,
INFUSION_START//229072,ketorolac Injectable Solution [Toradol]
INFUSION_END//229072,ketorolac Injectable Solution [Toradol]
MEDICATION//OxycoDONE (Immediate Release) //UNK,
MEDICATION//Fentanyl Citrate//Not Given,
MEDICATION//Albuterol 0.083% Neb Soln//Not Given,
MEDICATION//Albuterol 0.083% Neb Soln//Hold Dose,
MEDICATION//Ipratropium Bromide Neb//Hold Dose,
DRG//HCFA//235//CORONARY BYPASS W/O CARDIAC CATH W MCC,
PROCEDURE//ICD//10//0B778DZ,"Dilation of Left Main Bronchus with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
PROCEDURE//ICD//10//0B538ZZ,"Destruction of Right Main Bronchus, Via Natural or Artificial Opening Endoscopic"
PROCEDURE//ICD//10//0BB78ZX,"Excision of Left Main Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
PROCEDURE//ICD//10//0BB38ZX,"Excision of Right Main Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
PROCEDURE//ICD//10//0B738DZ,"Dilation of Right Main Bronchus with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
PROCEDURE//ICD//10//0B578ZZ,"Destruction of Left Main Bronchus, Via Natural or Artificial Opening Endoscopic"
MEDICATION//START//BusPIRone,
MEDICATION//START//Morphine Sulfate (Oral Solution) 2 mg/mL,
MEDICATION//Morphine Sulfate (Oral Solution) 2 mg/mL//Administered,
MEDICATION//Guaifenesin-Dextromethorphan//Administered,
MEDICATION//Nicotine Patch//Applied,
MEDICATION//BusPIRone//Administered,
MEDICATION//Nicotine Patch//Removed,
MEDICATION//START//Miconazole Nitrate Vag Cream 2%,
LAB//51839//UNK,Anat Path Hold
MEDICATION//START//Guaifenesin ER,
MEDICATION//Lidocaine 1%//UNK,
MEDICATION//Guaifenesin ER//Administered,
MEDICATION//Miconazole Nitrate Vag Cream 2%//Administered,
MEDICATION//STOP//Guaifenesin ER,
MEDICATION//Nicotine Patch//Assessed,
MEDICATION//STOP//Morphine Sulfate (Oral Solution) 2 mg/mL,
DIAGNOSIS//ICD//10//C3402,Malignant neoplasm of left main bronchus
DIAGNOSIS//ICD//10//Z8701,Personal history of pneumonia (recurrent)
DIAGNOSIS//ICD//10//M797,Fibromyalgia
DIAGNOSIS//ICD//10//M5430,"Sciatica, unspecified side"
DIAGNOSIS//ICD//10//B379,"Candidiasis, unspecified"
DIAGNOSIS//ICD//10//C3401,Malignant neoplasm of right main bronchus
DRG//APR//121//OTHER RESPIRATORY & CHEST PROCEDURES,
DRG//HCFA//165//MAJOR CHEST PROCEDURES W/O CC/MCC,
MEDICATION//STOP//BusPIRone,
MEDICATION//STOP//Miconazole Nitrate Vag Cream 2%,
MEDICATION//START//Acetylcysteine 20%,
MEDICATION//START//MethylPREDNISolone Sodium Succ,
MEDICATION//STOP//MethylPREDNISolone Sodium Succ,
MEDICATION//Acetylcysteine 20%//Not Given,
MEDICATION//Morphine Sulfate (Oral Solution) 2 mg/mL//UNK,
MEDICATION//ALPRAZolam//UNK,
MEDICATION//Acetylcysteine 20%//Administered,
MEDICATION//STOP//Acetylcysteine 20%,
PROCEDURE//ICD//10//0BBF8ZZ,"Excision of Right Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic"
PROCEDURE//ICD//10//0B5F8ZZ,"Destruction of Right Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic"
PROCEDURE//ICD//10//0BB78ZZ,"Excision of Left Main Bronchus, Via Natural or Artificial Opening Endoscopic"
MEDICATION//Nystatin Oral Suspension//Not Given,
MEDICATION//BusPIRone//Not Given,
MEDICATION//ALPRAZolam//Not Given,
MEDICATION//Guaifenesin ER//Not Given,
MEDICATION//START//Sodium Chloride 3% Inhalation Soln,
MEDICATION//Morphine SR (MS Contin)//Not Given,
PROCEDURE//ICD//10//0D738DZ,"Dilation of Lower Esophagus with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
MEDICATION//BusPIRone//Hold Dose,
MEDICATION//ALPRAZolam//Hold Dose,
MEDICATION//Guaifenesin ER//Hold Dose,
MEDICATION//Nystatin Oral Suspension//Hold Dose,
PROCEDURE//ICD//10//0B978ZX,"Drainage of Left Main Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
MEDICATION//Sodium Chloride 3% Inhalation Soln//Administered,
MEDICATION//MetRONIDAZOLE (FLagyl)//Administered in Other Location,
MEDICATION//HYDROmorphone (Dilaudid)//Stopped - Unscheduled,
MEDICATION//HYDROmorphone (Dilaudid)//Restarted,
MEDICATION//Morphine SR (MS Contin)//Hold Dose,
MEDICATION//Acetylcysteine 20%//Hold Dose,
MEDICATION//Ipratropium Bromide Neb//Delayed Administered,
MEDICATION//Gabapentin//Delayed ,
MEDICATION//Morphine SR (MS Contin)//Delayed ,
MEDICATION//Escitalopram Oxalate//Delayed ,
MEDICATION//BusPIRone//Delayed ,
MEDICATION//ALPRAZolam//Delayed ,
MEDICATION//Guaifenesin ER//Delayed ,
MEDICATION//Docusate Sodium//Delayed ,
MEDICATION//Nystatin Oral Suspension//Delayed Administered,
MEDICATION//Lorazepam//UNK,
MEDICATION//Nicotine Patch//Removed Existing / Applied New,
MEDICATION//Vancomycin//Hold Dose,
HOSPITAL_DISCHARGE//ACUTE HOSPITAL,
DIAGNOSIS//ICD//10//R12,Heartburn
DIAGNOSIS//ICD//10//J9809,"Other diseases of bronchus, not elsewhere classified"
DIAGNOSIS//ICD//10//R1319,Other dysphagia
DIAGNOSIS//ICD//10//C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung
DIAGNOSIS//ICD//10//B370,Candidal stomatitis
DIAGNOSIS//ICD//10//K222,Esophageal obstruction
DRG//HCFA//163//MAJOR CHEST PROCEDURES W MCC,
MEDICATION//STOP//Sodium Chloride 3% Inhalation Soln,
PROCEDURE//ICD//9//5425,Peritoneal lavage
PROCEDURE//ICD//9//5412,Reopening of recent laparotomy site
PROCEDURE//ICD//9//5419,Other laparotomy
PROCEDURE//ICD//9//5029,Other destruction of lesion of liver
PROCEDURE//ICD//9//5475,Other repair of mesentery
LAB//225240//UNK,
LAB//224987//UNK,
LAB//224980//UNK,
LAB//228182//mL/m2,
LAB//228177//L/min/m2,
LAB//228180//mL/m2,
LAB//228179//ml/kg,
LAB//228176//L/min,
LAB//228178//L/min,
LAB//228175//UNK,
LAB//228185//dynes.sec.cm-5/m2,
LAB//228184//%,
LAB//224967//UNK,
LAB//224933//UNK,
LAB//224947//UNK,
LAB//224982//UNK,
LAB//224989//UNK,
LAB//224940//UNK,
LAB//224941//UNK,
LAB//224990//UNK,
LAB//224934//UNK,
LAB//224983//UNK,
LAB//227785//UNK,
LAB//224948//UNK,
PROCEDURE//ICD//9//8876,Diagnostic ultrasound of abdomen and retroperitoneum
LAB//224942//UNK,
LAB//227786//UNK,
LAB//224935//UNK,
LAB//224949//UNK,
MEDICATION//START//Clobetasol Propionate 0.05% Cream,
INFUSION_START//228383,
INFUSION_END//228383,
LAB//51044//mg/dL,Triglyceride [Mass/volume] in Body fluid
LAB//224893//UNK,
LAB//224984//UNK,
LAB//224991//UNK,
LAB//51028//mg/dL,Bilirubin.total [Mass/volume] in Body fluid
LAB//51454//%,Plasma cells/100 leukocytes in Pleural fluid by Manual count
DIAGNOSIS//ICD//9//86389,"Injury to other gastrointestinal sites, without mention of open wound into cavity"
DIAGNOSIS//ICD//9//E8654,Accidental poisoning from other specified plants
DIAGNOSIS//ICD//9//V140,Personal history of allergy to penicillin
DIAGNOSIS//ICD//9//4264,Right bundle branch block
DIAGNOSIS//ICD//9//86405,"Injury to liver without mention of open wound into cavity laceration, unspecified"
DIAGNOSIS//ICD//9//86401,"Injury to liver without mention of open wound into cavity, hematoma and contusion"
DIAGNOSIS//ICD//9//86801,"Injury to other intra-abdominal organs without mention of open wound into cavity, adrenal gland"
DIAGNOSIS//ICD//9//72888,Rhabdomyolysis
DIAGNOSIS//ICD//9//80506,Closed fracture of sixth cervical vertebra
DIAGNOSIS//ICD//9//8052,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
DIAGNOSIS//ICD//9//86100,Unspecified injury of heart without mention of open wound into thorax
DIAGNOSIS//ICD//9//83908,"Closed dislocation, multiple cervical vertebrae"
DIAGNOSIS//ICD//9//8602,Traumatic hemothorax without mention of open wound into thorax
DIAGNOSIS//ICD//9//6926,Contact dermatitis and other eczema due to plants [except food]
DIAGNOSIS//ICD//9//60886,Edema of male genital organs
DIAGNOSIS//ICD//9//48241,Methicillin susceptible pneumonia due to Staphylococcus aureus
DIAGNOSIS//ICD//9//5718,Other chronic nonalcoholic liver disease
DIAGNOSIS//ICD//9//9585,Traumatic anuria
DIAGNOSIS//ICD//9//86121,Contusion of lung without mention of open wound into thorax
DIAGNOSIS//ICD//9//86803,"Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum"
DIAGNOSIS//ICD//9//9584,Traumatic shock
DIAGNOSIS//ICD//9//51851,Acute respiratory failure following trauma and surgery
DRG//APR//911//EXTENSIVE ABDOMINAL/THORACIC PROCEDURES FOR MULT SIGNIFICANT TRAUMA,
MEDICATION//STOP//Clobetasol Propionate 0.05% Cream,
PROCEDURE//ICD//9//9729,Other nonoperative replacements
PROCEDURE//ICD//9//5091,Percutaneous aspiration of liver
DIAGNOSIS//ICD//9//5720,Abscess of liver
"DRG//HCFA//443//DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC",
PROCEDURE//ICD//9//5293,Endoscopic insertion of stent (tube) into pancreatic duct
PROCEDURE//ICD//9//5185,Endoscopic sphincterotomy and papillotomy
MEDICATION//START//Ferrous Gluconate,
MEDICATION//STOP//Ferrous Gluconate,
MEDICATION//START//Calcium Gluconate Replacement (Critical Care and Oncology),
INFUSION_START//225920,
INFUSION_END//225920,
MEDICATION//STOP//Calcium Gluconate Replacement (Critical Care and Oncology),
DIAGNOSIS//ICD//9//7837,Adult failure to thrive
DIAGNOSIS//ICD//9//5762,Obstruction of bile duct
"DRG//HCFA//441//DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",
DIAGNOSIS//ICD//9//56989,Other specified disorders of intestine
DIAGNOSIS//ICD//9//99749,Other digestive system complications
DIAGNOSIS//ICD//9//E8788,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
DIAGNOSIS//ICD//9//04185,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms"
DIAGNOSIS//ICD//9//V453,Intestinal bypass or anastomosis status
DIAGNOSIS//ICD//9//V1551,Personal history of traumatic fracture
DIAGNOSIS//ICD//9//04119,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus"
DIAGNOSIS//ICD//9//6822,Cellulitis and abscess of trunk
MEDICATION//START//Nimodipine,
INFUSION_START//225830,
MEDICATION//STOP//Nimodipine,
INFUSION_END//225830,
MEDICATION//START//Erythromycin 0.5% Ophth Oint,
MEDICATION//STOP//Erythromycin 0.5% Ophth Oint,
MEDICATION//START//Donepezil,
PROCEDURE//ICD//9//9608,Insertion of (naso-)intestinal tube
DIAGNOSIS//ICD//9//3898,Other specified forms of hearing loss
DIAGNOSIS//ICD//9//85201,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
DIAGNOSIS//ICD//9//81342,Other closed fractures of distal end of radius (alone)
DIAGNOSIS//ICD//9//2819,Unspecified deficiency anemia
DIAGNOSIS//ICD//9//V4502,Automatic implantable cardiac defibrillator in situ
DIAGNOSIS//ICD//9//30501,"Alcohol abuse, continuous"
DIAGNOSIS//ICD//9//3682,Diplopia
DIAGNOSIS//ICD//9//42822,Chronic systolic heart failure
DIAGNOSIS//ICD//9//78729,Other dysphagia
DIAGNOSIS//ICD//9//V4364,Hip joint replacement
"DRG//HCFA//85//TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",
MEDICATION//STOP//Donepezil,
MEDICATION//START//Cinacalcet,
LAB//224804//UNK,
LAB//224803//UNK,
MEDICATION//START//NIFEdipine CR,
DIAGNOSIS//ICD//9//5856,End stage renal disease
DIAGNOSIS//ICD//9//79319,Other nonspecific abnormal finding of lung field
MEDICATION//STOP//Cinacalcet,
MEDICATION//STOP//NIFEdipine CR,
MEDICATION//START//NIFEdipine,
DIAGNOSIS//ICD//9//78900,"Abdominal pain, unspecified site"
DIAGNOSIS//ICD//9//587,"Renal sclerosis, unspecified"
DIAGNOSIS//ICD//9//V4512,Noncompliance with renal dialysis
DIAGNOSIS//ICD//9//V4511,Renal dialysis status
DRG//APR//425//OTHER NON-HYPOVOLEMIC ELECTROLYTE DISORDERS,
MEDICATION//STOP//NIFEdipine,
PROCEDURE//ICD//10//06BQ4ZZ,"Excision of Left Saphenous Vein, Percutaneous Endoscopic Approach"
PROCEDURE//ICD//10//021209W,"Bypass Coronary Artery, Three Arteries from Aorta with Autologous Venous Tissue, Open Approach"
MEDICATION//Propofol//Not Confirmed,
MEDICATION//PHENYLEPHrine//Not Confirmed,
MEDICATION//START//Insulin Glargine  (CVICU Protocol),
MEDICATION//Insulin Glargine  (CVICU Protocol)//Administered,
MEDICATION//Insulin//Stopped - Unscheduled,
MEDICATION//Albumin 25% (12.5g / 50mL)//Not Given,
MEDICATION//STOP//Insulin Glargine  (CVICU Protocol),
DIAGNOSIS//ICD//10//Y832,"Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
DIAGNOSIS//ICD//10//K5190,"Ulcerative colitis, unspecified, without complications"
DIAGNOSIS//ICD//10//J810,Acute pulmonary edema
DIAGNOSIS//ICD//10//I255,Ischemic cardiomyopathy
DIAGNOSIS//ICD//10//Z933,Colostomy status
DIAGNOSIS//ICD//10//I9789,"Other postprocedural complications and disorders of the circulatory system, not elsewhere classified"
MEDICATION//START//Fosphenytoin,
MEDICATION//STOP//Fosphenytoin,
PROCEDURE//ICD//9//7931,"Open reduction of fracture with internal fixation, humerus"
DIAGNOSIS//ICD//9//7245,"Backache, unspecified"
DIAGNOSIS//ICD//9//6961,Other psoriasis
DIAGNOSIS//ICD//9//81201,Closed fracture of surgical neck of humerus
DRG//HCFA//981//EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,
MEDICATION//START//Ramipril,
MEDICATION//START//Januvia,
MEDICATION//STOP//Ramipril,
MEDICATION//STOP//Januvia,
DIAGNOSIS//ICD//9//71535,"Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh"
DIAGNOSIS//ICD//9//44102,"Dissection of aorta, abdominal"
DRG//HCFA//301//PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,
DRG//APR//197//PERIPHERAL & OTHER VASCULAR DISORDERS,
PROCEDURE//ICD//9//0051,"Implantation of cardiac resynchronization defibrillator, total system [CRT-D]"
MEDICATION//START//Alprazolam,
MEDICATION//START//Olanzapine,
DIAGNOSIS//ICD//9//99604,Mechanical complication of automatic implantable cardiac defibrillator
DIAGNOSIS//ICD//9//E8498,Accidents occurring in other specified places
DRG//HCFA//227//CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,
DRG//APR//161//CARDIAC DEFIBRILLATOR & HEART ASSIST IMPLANT,
MEDICATION//STOP//Olanzapine,
MEDICATION//STOP//Alprazolam,
PROCEDURE//ICD//9//3721,Right heart cardiac catheterization
MEDICATION//START//Milrinone,
PROCEDURE//ICD//9//3774,Insertion or replacement of epicardial lead [electrode] into epicardium
INFUSION_START//221986,milrinone Injection
PROCEDURE//ICD//9//8949,Automatic implantable cardioverter/defibrillator (AICD) check
INFUSION_END//221986,milrinone Injection
MEDICATION//STOP//Milrinone,
INFUSION_START//221653,dobutamine Injection
MEDICATION//START//DOBUTamine,
INFUSION_START//228340,furosemide 50 MG/ML Injectable Solution
MEDICATION//STOP//DOBUTamine,
INFUSION_END//221653,dobutamine Injection
INFUSION_END//228340,furosemide 50 MG/ML Injectable Solution
MEDICATION//START//Isosorbide Dinitrate ER,
MEDICATION//STOP//Isosorbide Dinitrate ER,
DIAGNOSIS//ICD//9//4263,Other left bundle branch block
DIAGNOSIS//ICD//9//E8768,Other specified misadventures during medical care
DIAGNOSIS//ICD//9//29532,"Paranoid type schizophrenia, chronic"
DIAGNOSIS//ICD//9//9961,"Mechanical complication of other vascular device, implant, and graft"
